city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,114
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,50
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,3,10
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,14,10/49,Pvt Ltd,1,166
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,Not Applicable,Not Applicable,1,28
city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,57
city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,No Major,3,1000-4999,Pvt Ltd,1,46
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,3,25
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,166
city_136,0.897,Unknown,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,46
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,>4,204
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,never,14
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,3,43
city_136,0.897,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,,56
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,Other,7,10/49,Pvt Ltd,3,166
city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,<1,5000-9999,Pvt Ltd,1,75
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,45
city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,STEM,3,Not Applicable,Not Applicable,1,90
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,140
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,80
city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,44
city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Not Applicable,Not Applicable,2,71
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,29
city_16,0.91,Other,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Other,>4,148
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,12
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,Not Applicable,Not Applicable,>4,108
city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,1,Not Applicable,Not Applicable,never,60
city_50,0.8959999999999999,Male,No relevent experience,Full time course,High School,,2,Not Applicable,Not Applicable,1,220
city_114,0.926,Male,Has relevent experience,Part time course,Masters,STEM,16,50-99,Pvt Ltd,2,19
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,Humanities,11,100-500,Pvt Ltd,3,10
city_41,0.8270000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,8,<10,Pvt Ltd,2,86
city_21,0.624,Male,No relevent experience,,Graduate,STEM,3,<10,Pvt Ltd,1,72
city_157,0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,64
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,16,500-999,Pvt Ltd,4,24
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,3,55
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,>4,40
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,330
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10/49,Early Stage Startup,1,7
city_77,0.83,Male,No relevent experience,Full time course,High School,,5,10/49,Pvt Ltd,1,20
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,3,26
city_114,0.926,Unknown,Has relevent experience,no_enrollment,,,4,10/49,Not Applicable,1,34
city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,Not Applicable,Not Applicable,1,162
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,14
city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,>20,Not Applicable,Not Applicable,1,44
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,3,5000-9999,Pvt Ltd,2,73
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,Not Applicable,Not Applicable,never,29
city_65,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,7
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,59
city_71,0.884,Female,No relevent experience,no_enrollment,Graduate,Humanities,4,10000+,Pvt Ltd,2,34
city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Not Applicable,Not Applicable,>4,100
city_16,0.91,Unknown,No relevent experience,no_enrollment,Masters,STEM,7,50-99,Early Stage Startup,1,18
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Not Applicable,Not Applicable,1,62
city_103,0.92,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,NGO,1,3
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,17,5000-9999,Public Sector,1,10
city_90,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,Not Applicable,Not Applicable,1,50
city_114,0.926,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,Not Applicable,Not Applicable,1,53
city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,>20,10/49,Pvt Ltd,1,65
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,3,41
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,1,53
city_103,0.92,Male,No relevent experience,Full time course,Phd,STEM,10,Not Applicable,Public Sector,>4,52
city_91,0.691,Unknown,No relevent experience,Full time course,Primary School,,2,Not Applicable,Not Applicable,1,133
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Not Applicable,Public Sector,2,156
city_75,0.939,Unknown,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,6
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,5,Not Applicable,Pvt Ltd,never,13
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,,11
city_136,0.897,Female,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,never,102
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,6
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,74
city_150,0.698,Unknown,Has relevent experience,Part time course,Masters,STEM,5,10/49,Pvt Ltd,1,53
city_158,0.7659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,13,Not Applicable,Not Applicable,>4,324
city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,3,122
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,127
city_100,0.887,Unknown,Has relevent experience,no_enrollment,Masters,STEM,0,10/49,Funded Startup,3,4
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,25
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,69
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Public Sector,3,24
city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,1,210
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Not Applicable,2,150
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,97
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,never,54
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,15
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,4,170
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,2,52
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10/49,Pvt Ltd,1,42
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,never,105
city_103,0.92,Female,No relevent experience,Full time course,Phd,STEM,7,Not Applicable,NGO,never,89
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,4,58
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,3,162
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,25
city_2,0.7879999999999999,Male,No relevent experience,Part time course,Graduate,STEM,2,Not Applicable,Not Applicable,2,88
city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,never,4
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,36
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,Business Degree,18,100-500,Pvt Ltd,2,54
city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,55
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,1,66
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,72
city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Not Applicable,1,212
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,5
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,2,50
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,14,100-500,Pvt Ltd,2,34
city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,126
city_134,0.698,Unknown,No relevent experience,,,,1,Not Applicable,Not Applicable,,260
city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,9
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,5000-9999,Pvt Ltd,1,9
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,13
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,17,100-500,Pvt Ltd,>4,24
city_16,0.91,Unknown,No relevent experience,Full time course,Graduate,STEM,5,50-99,Public Sector,2,10
city_160,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,76
city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Not Applicable,Not Applicable,1,48
city_67,0.855,Female,No relevent experience,Full time course,Graduate,Other,5,Not Applicable,Not Applicable,1,38
city_21,0.624,Unknown,Has relevent experience,Full time course,,,1,Not Applicable,Not Applicable,never,316
city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Other,3,52
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,50-99,Pvt Ltd,3,24
city_98,0.949,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,50
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,50-99,Pvt Ltd,2,83
city_67,0.855,Unknown,Has relevent experience,Part time course,High School,,5,5000-9999,Pvt Ltd,1,33
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,1,Not Applicable,Not Applicable,never,34
city_21,0.624,Male,Has relevent experience,no_enrollment,,,2,Not Applicable,Not Applicable,2,9
city_134,0.698,Unknown,No relevent experience,no_enrollment,,,2,Not Applicable,Not Applicable,never,84
city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Not Applicable,Not Applicable,1,35
city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,158
city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,,3,Not Applicable,Not Applicable,2,46
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Not Applicable,never,23
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Early Stage Startup,1,58
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,1,75
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,11,10/49,Not Applicable,1,106
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9,100-500,Funded Startup,1,79
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,106
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,102
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Not Applicable,Pvt Ltd,4,20
city_10,0.895,Unknown,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,never,90
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Public Sector,never,101
city_103,0.92,Male,No relevent experience,Full time course,High School,,4,Not Applicable,Not Applicable,1,59
city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Early Stage Startup,1,67
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,61
city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,2,54
city_103,0.92,Unknown,Has relevent experience,Part time course,High School,,13,100-500,Pvt Ltd,1,26
city_114,0.926,Unknown,No relevent experience,Full time course,High School,,6,Not Applicable,Not Applicable,never,6
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,148
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,80
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,4,21
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,26
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Pvt Ltd,2,43
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,60
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,214
city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,6,100-500,Pvt Ltd,never,89
city_10,0.895,Male,No relevent experience,Full time course,High School,,4,10/49,Pvt Ltd,1,89
city_74,0.579,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,87
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,1,21
city_99,0.915,Female,No relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,21
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,85
city_11,0.55,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,Not Applicable,Not Applicable,1,25
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,1,57
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,39
city_149,0.6890000000000001,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,Not Applicable,Not Applicable,2,21
city_21,0.624,Male,No relevent experience,Full time course,High School,,4,Not Applicable,Not Applicable,1,55
city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,20,Not Applicable,Not Applicable,never,66
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,2
city_94,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,11,10/49,Funded Startup,1,51
city_149,0.6890000000000001,Male,No relevent experience,Full time course,Graduate,STEM,<1,10/49,Pvt Ltd,1,43
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,69
city_160,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,30
city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,Not Applicable,Not Applicable,1,23
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,152
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,8
city_65,0.802,Unknown,Has relevent experience,Full time course,Graduate,STEM,16,5000-9999,Pvt Ltd,1,21
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,3,144
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,157
city_9,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,>4,17
city_162,0.767,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,3,62
city_65,0.802,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,102
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,4,13
city_16,0.91,Male,No relevent experience,no_enrollment,High School,,11,Not Applicable,Not Applicable,1,78
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,500-999,Pvt Ltd,>4,10
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,Not Applicable,Pvt Ltd,never,45
city_19,0.682,Male,Has relevent experience,no_enrollment,,,8,<10,Pvt Ltd,1,45
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,1,110
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,3,Not Applicable,Not Applicable,never,19
city_114,0.926,Male,Has relevent experience,,Graduate,STEM,5,10/49,Pvt Ltd,2,17
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,46
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Public Sector,4,332
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,100-500,Pvt Ltd,4,51
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,1,60
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,56
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,13,<10,Funded Startup,2,112
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Not Applicable,Pvt Ltd,1,78
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,62
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,140
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,1,17
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,214
city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,7,Not Applicable,Not Applicable,2,66
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,11
city_114,0.926,Female,No relevent experience,Full time course,Graduate,STEM,17,<10,NGO,1,57
city_72,0.795,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,27
city_152,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Funded Startup,1,34
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,7,100-500,Public Sector,1,50
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Other,2,500-999,Not Applicable,1,27
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,41
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,8,10000+,Other,1,7
city_67,0.855,Male,Has relevent experience,Full time course,High School,,3,<10,Pvt Ltd,1,32
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,69
city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,6,10/49,Early Stage Startup,1,113
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,30
city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,,<1,Not Applicable,Not Applicable,never,31
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,60
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,1,61
city_149,0.6890000000000001,Unknown,No relevent experience,Part time course,,,2,Not Applicable,Not Applicable,never,11
city_160,0.92,Male,No relevent experience,Full time course,High School,,5,Not Applicable,Not Applicable,1,88
city_45,0.89,Male,Has relevent experience,Full time course,High School,,9,Not Applicable,Not Applicable,1,52
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,11
city_21,0.624,Unknown,No relevent experience,Full time course,High School,,5,Not Applicable,Not Applicable,never,89
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,33
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,7,Not Applicable,Public Sector,1,68
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,Not Applicable,Not Applicable,1,56
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,NGO,1,218
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,2,57
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,3,148
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Not Applicable,Not Applicable,1,2
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Funded Startup,2,46
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Not Applicable,Not Applicable,1,3
city_71,0.884,Male,No relevent experience,Part time course,High School,,7,100-500,Pvt Ltd,1,9
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,130
city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Not Applicable,Not Applicable,2,9
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,21
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Public Sector,2,23
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,100
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,104
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,42
city_145,0.555,Male,No relevent experience,Full time course,Graduate,STEM,1,Not Applicable,Not Applicable,1,9
city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,2,10/49,Pvt Ltd,1,37
city_114,0.926,Unknown,No relevent experience,no_enrollment,Primary School,,2,Not Applicable,Not Applicable,never,109
city_26,0.698,Male,Has relevent experience,no_enrollment,High School,,6,<10,Funded Startup,2,81
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,4
city_36,0.893,Male,Has relevent experience,no_enrollment,High School,,10,50-99,Early Stage Startup,2,53
city_40,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Not Applicable,4,88
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,5
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,3,50-99,Not Applicable,never,132
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,3,23
city_158,0.7659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,10,500-999,Pvt Ltd,2,63
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,334
city_143,0.74,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,13,Not Applicable,Not Applicable,>4,37
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,Not Applicable,Not Applicable,1,129
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,10
city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,10,Not Applicable,Not Applicable,2,16
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,1,86
city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Not Applicable,Not Applicable,3,46
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,57
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,7,<10,Pvt Ltd,2,55
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Not Applicable,,26
city_71,0.884,Unknown,Has relevent experience,Part time course,Graduate,STEM,15,10000+,Not Applicable,>4,83
city_114,0.926,Unknown,No relevent experience,,Graduate,STEM,12,Not Applicable,Not Applicable,2,104
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,Other,9,Not Applicable,Not Applicable,>4,15
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,47
city_104,0.924,Male,No relevent experience,no_enrollment,Phd,STEM,17,50-99,NGO,3,36
city_67,0.855,Male,No relevent experience,Full time course,Phd,STEM,9,Not Applicable,Not Applicable,>4,32
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,1,14
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,1,9
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Funded Startup,1,34
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,95
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,2,39
city_100,0.887,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,81
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,6
